github_id,target_role,total_repos,top_languages,topics
Karan60,Web Frontend (Lv1. 의심 / 9점),14,"{'HTML': 4, 'CSS': 3, 'JavaScript': 2}","['github-config', 'javascript', 'config', 'html', 'css']"
MohamedAyman22E,Web Frontend (Lv3. 확신 / 87점),88,"{'CSS': 38, 'HTML': 37, 'JavaScript': 12}",[]
Idov31,Systems/Embedded (Lv1. 의심 / 11점),18,"{'C++': 8, 'C#': 2, 'Rust': 2}","['infosectools', 'csharp', 'injection', 'security', 'linux', 'rust', 'cpp17', 'privilege-escalation', 'assembly', 'defense']"
fireclint,Web Frontend (Lv2. 강한 의심 / 72점),72,"{'JavaScript': 59, 'HTML': 8, 'CSS': 2}","['variables', 'github-config', 'jsx', 'defi', 'hacktoberfest-accepted', 'config', 'js', 'hacktoberfest', 'css', 'react']"
gotr00t0day,"Web Backend (Lv2. 강한 의심 / 27.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 27.5점)",94,"{'Python': 55, 'C++': 8, 'Shell': 2}","['hacking', 'cybersecurity', 'web', 'pentesting', 'security-tools', 'nuclei', 'penetration-testing', 'bugbounty', 'security', 'reconnaissance']"
codingwithdidem,Web Frontend (Lv2. 강한 의심 / 47점),64,"{'JavaScript': 27, 'TypeScript': 13, 'HTML': 4}",[]
felipecastrosales,"Mobile App (Lv3. 확신 / 1035점)
 🕵️ 부캐 스캔: Web Backend (Lv3. 확신 / 86.0점)",100,"{'Dart': 37, 'C++': 37, 'HTML': 5}","['github-config', 'tips', 'testing-tools', 'issue', 'type', 'decorator', 'oop', 'methods', 'strategy', 'flutter-bmi-calculator']"
justFiveDev,"Web Frontend (Lv1. 의심 / 14점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 7점)",25,"{'TypeScript': 9, 'Rust': 7, 'JavaScript': 2}","['nft', 'token-creation', 'solana-token-launch', 'solana-token-generator', 'launchlab', 'solana-smart-contract', 'coinflip', 'fourmeme-bundler-bot', 'nadfun-volumebot', 'monad-trading-bot']"
khanjanov,"Web Frontend (Lv2. 강한 의심 / 48점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 30점)",45,"{'JavaScript': 24, 'HTML': 14, 'SCSS': 5}","['mouse-events', 'javascript', 'objects', 'array-methods', 'functions', 'fetch-api', 'json-server', 'fetching-data-from-an-api', 'object', 'extend']"
Reiderade,Web Frontend (Lv1. 의심 / 13점),23,"{'JavaScript': 11, 'Python': 4, 'Vue': 2}",[]
KartiKChaudhary07,"Web Frontend (Lv2. 강한 의심 / 23점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 7.5점)",36,"{'HTML': 9, 'Java': 7, 'JavaScript': 7}","['reactjs', 'javascript', 'ats', 'nodejs', 'expressjs', 'mongoose', 'mongodb']"
sam-astro,"Systems/Embedded (Lv1. 의심 / 8점)
 🕵️ 부캐 스캔: Game Dev (Lv1. 의심 / 7점)",29,"{'C++': 7, 'C#': 7, 'Python': 6}","['cpu', 'virus', 'unity', 'executable', 'network', 'cryptocurrency', 'compiled-language', 'assembly', 'ai', 'assembler']"
Gubintongxue,Systems/Embedded (Lv1. 의심 / 9점),47,"{'C++': 9, 'Makefile': 2, 'Python': 1}",[]
kubowania,Web Frontend (Lv3. 확신 / 86점),100,"{'JavaScript': 65, 'TypeScript': 9, 'HTML': 8}",[]
BitPassion,"Web Frontend (Lv2. 강한 의심 / 31점)
 🕵️ 부캐 스캔: Web3/Blockchain (Lv1. 의심 / 7점)",61,"{'JavaScript': 17, 'TypeScript': 13, 'Solidity': 7}",[]
ashiq72,Web Frontend (Lv2. 강한 의심 / 52점),56,"{'JavaScript': 28, 'TypeScript': 14, 'HTML': 3}","['admin', 'authontication', 'expressjs-server', 'student-managed', 'faculty-management', 'available-entire', 'cookies', 'shopping-website', 'friendship', 'shoppingstore']"
Kelpejol,Web Backend (Lv1. 의심 / 14.5점),18,"{'Python': 3, 'TypeScript': 1, 'Go': 1}","['github-config', 'microservices', 'prompt-compression', 'dao', 'api', 'ai', 'developer-tools', 'token-counting', 'reliability', 'golang']"
Suhaib3100,"Web Frontend (Lv2. 강한 의심 / 56점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.0점)",100,"{'TypeScript': 37, 'JavaScript': 18, 'Python': 10}","['easy-git', 'discord-js', 'coding', 'saas-boilerplate', 'discord', 'nextjs', 'git', 'simple-git', 'codetalk', 'discord-bot']"
Friedrich482,Web Frontend (Lv2. 강한 의심 / 50점),22,"{'TypeScript': 7, 'JavaScript': 4, 'PHP': 2}","['github-config', 'react-query', 'nanostores', 'shadcn-ui', 'api', 'postgresql-database', 'useswr', 'recharts', 'isr', 'motion']"
yasinanil,"Web Frontend (Lv1. 의심 / 10점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 10점)",21,"{'Java': 10, 'JavaScript': 7, 'HTML': 3}",[]
dome272,"ML/AI Engineer (Lv1. 의심 / 13.5점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 7.5점)",26,"{'Python': 15, 'Jupyter Notebook': 7, 'JavaScript': 1}","['projectedgan', 'efficiency', 'pytorch', 'stable-diffusion', 'machine-learning', 'diffusion-models', 'generative-model', 'generative-adversarial-network', 'deep-learning', 'gan']"
ArthurZucker,"ML/AI Engineer (Lv1. 의심 / 9.0점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.0점)",44,"{'Python': 12, 'Rust': 3, 'Jupyter Notebook': 3}","['computer-vision', 'semantic-segmentation', 'pytorch', 'self-supervised-learning']"
MK825,Web Frontend (Lv2. 강한 의심 / 25점),36,"{'JavaScript': 18, 'TypeScript': 4, 'Vue': 2}",[]
H4ckethics138,"Web Backend (Lv1. 의심 / 7.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 7.0점)",22,"{'Python': 14, 'HTML': 2, 'Shell': 2}",[]
nazavod777,"Web Backend (Lv2. 강한 의심 / 50.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 37.5점)",93,"{'Python': 75, 'Go': 13, 'TypeScript': 2}","['socks4', 'proxy-list', 'https', 'socks5', 'free-proxy', 'http', 'proxy-parser', 'proxy']"
okwareddevnest,Web Frontend (Lv2. 강한 의심 / 39점),100,"{'JavaScript': 17, 'TypeScript': 15, 'Rust': 5}",[]
neurotrader888,"Web Backend (Lv1. 의심 / 7.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 7.0점)",14,{'Python': 14},[]
hyper-ayoub,"Web Frontend (Lv1. 의심 / 9점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 6점)",35,"{'Python': 8, 'Shell': 6, 'C': 6}",[]
app-generator,"Web Frontend (Lv2. 강한 의심 / 34점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 33.0점)",100,"{'Python': 66, 'CSS': 33, 'HTML': 1}",[]
NasirAkra,"Web Backend (Lv2. 강한 의심 / 25점)
 🕵️ 부캐 스캔: Mobile App (Lv1. 의심 / 9점)",41,"{'Java': 25, 'Kotlin': 9, 'JavaScript': 4}","['config', 'github-config', 'user-penal', 'java']"
mishakorzik,"Web Backend (Lv2. 강한 의심 / 24.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 8.5점)",50,"{'Python': 17, 'Shell': 13, 'Java': 1}","['youtube-video-downloader', 'vpn', 'http-proxy', 'github-pages', 'package', 'cibersecurity', 'explorer', 'directory-bruteforce', 'android', 'virtual-phone']"
yeahdeth,"Web Backend (Lv2. 강한 의심 / 17.0점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 13점)",46,"{'Rust': 13, 'Go': 12, 'Python': 10}",[]
AndersonDinizDev,"DevOps/SRE (Lv2. 강한 의심 / 18점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 14점)",29,"{'PHP': 7, 'JavaScript': 5, 'Python': 3}","['redis', 'bootstrap', 'javascript', 'terraform', 'i18next', 'aws-lambda', 'linux', 'laravel', 'postgresql', 'golang']"
ajaniox,Web Frontend (Lv1. 의심 / 6점),16,"{'JavaScript': 4, 'TypeScript': 1, 'HTML': 1}",[]
sreedeepta,"Web Frontend (Lv2. 강한 의심 / 34점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.5점)",100,"{'HTML': 11, 'CSS': 10, 'JavaScript': 10}","['github-config', 'javascript', 'jupiter-notebook', 'pong-js', 'process', 'other', 'photo', 'games', 'githubpages', 'pong']"
suspectedoceano,Systems/Embedded (Lv1. 의심 / 15점),17,{'C': 15},[]
ShinySyntax,"Web Frontend (Lv2. 강한 의심 / 21점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 11점)",62,"{'TypeScript': 12, 'Python': 11, 'Rust': 11}",[]
knopmickael,"Web Frontend (Lv1. 의심 / 14점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6점)",22,"{'JavaScript': 7, 'Vue': 3, 'PHP': 2}","['b64', 'pokeapi', 'buffer', 'bulma', 'vuejs', 'dao', 'api', 'php', 'chunks']"
blueedgetechno,"Web Frontend (Lv3. 확신 / 88점)
 🕵️ 부캐 스캔: Mobile App (Lv1. 의심 / 7점)",32,"{'JavaScript': 18, 'HTML': 4, 'Python': 3}","['curve', 'advent-of-code-2021', 'javascript', 'apm', 'social-platform', 'unescape', 'ai', 'maths', 'proxy-server', 'android']"
techjuliana,"Web Frontend (Lv2. 강한 의심 / 61점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 22점)",18,"{'JavaScript': 6, 'TypeScript': 5, 'HTML': 1}","['pokeapi', 'slider', 'pokedex', 'gamer', 'readme', 'fetch-api', 'dc', 'techjuliana', 'loading-animations', 'api']"
d4rkn3m3s1s,Web Frontend (Lv2. 강한 의심 / 41점),62,"{'HTML': 14, 'JavaScript': 12, 'CSS': 10}","['config', 'github-config']"
5ec1cff,"Systems/Embedded (Lv2. 강한 의심 / 23점)
 🕵️ 부캐 스캔: Mobile App (Lv1. 의심 / 14점)",100,"{'Kotlin': 13, 'Java': 11, 'Rust': 9}",[]
A-Hemeda,"Web Backend (Lv1. 의심 / 15점)
 🕵️ 부캐 스캔: Game Dev (Lv1. 의심 / 11점)",31,"{'C#': 11, 'JavaScript': 6, 'CSS': 2}","['bookmark', 'javascript', 'developer', 'csharp', 'api', 'e-ticket', 'github', 'entity-framework', 'leetcode-solutions', 'sql']"
nexxeln,"Web Frontend (Lv2. 강한 의심 / 41점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 10점)",100,"{'TypeScript': 28, 'Rust': 7, 'Lua': 7}","['redis', 'voice-recognition', 'lua', 'planetscale', 'rust', 'elixir', 'voice-commands', 'python', 'deno', 'code']"
sunnysavita10,"Web Backend (Lv1. 의심 / 15.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 15.0점)",100,"{'Jupyter Notebook': 55, 'Python': 30, 'HTML': 2}",[]
DoctorSolo,"Game Dev (Lv1. 의심 / 8점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.0점)",47,"{'Python': 10, 'C#': 8, 'Jupyter Notebook': 3}","['github-config', 'folium', 'python3', 'config', 'pywebview', 'geopy', 'python']"
smallishbeans,X (추론 안됨),16,{'Python': 2},"['config', 'github-config']"
developer01234,Web Frontend (Lv1. 의심 / 15점),15,"{'JavaScript': 4, 'TypeScript': 4, 'Python': 2}","['redux-saga', 'framework', 'pdo', 'orm', 'postgresql', 'nextjs', 'prs', 'material-ui', 'react', 'docker']"
CharlesCreativeContent,"Web Frontend (Lv2. 강한 의심 / 59점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 5.5점)",99,"{'JavaScript': 34, 'HTML': 10, 'TypeScript': 8}","['javascript', 'phaserjs', 'css-animations', 'magic-the-gathering', 'readme', 'technology-platforms', 'pair-programming', 'leetcode-javascript', 'algorithms-and-data-structures', 'prompt-tuning']"
HuXn-WebDev,Web Frontend (Lv3. 확신 / 102점),28,"{'JavaScript': 8, 'HTML': 7, 'TypeScript': 6}","['sass-library', 'javascript', 'svelte', 'vuejs-templates', 'javascript-games', 'javascript-dsa', 'vscode', 'graphql', 'reactjs-projects', 'reactjs-components']"
dexxxxca,X (추론 안됨),17,"{'HTML': 2, 'Solidity': 1}",[]
zaivanza,"Web Backend (Lv1. 의심 / 13.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 13.0점)",28,{'Python': 26},[]
bh0717-dev,Web Frontend (Lv2. 강한 의심 / 39점),56,"{'JavaScript': 22, 'TypeScript': 11, 'CSS': 3}",[]
DiyanKalaydzhiev23,"Web Frontend (Lv2. 강한 의심 / 20점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 15.0점)",62,"{'Python': 24, 'JavaScript': 13, 'C++': 7}",[]
HGSChandeepa,"Mobile App (Lv2. 강한 의심 / 65점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 25점)",100,"{'Dart': 23, 'C++': 21, 'TypeScript': 11}","['agents', 'design', 'javascript', 'vector-database', 'githubaction-workflow', 'sql', 'puppeteer', 'tailwindcss', 'http', 'jest-tests']"
sahils0,Web Frontend (Lv1. 의심 / 12점),25,"{'TypeScript': 8, 'JavaScript': 4, 'C++': 2}",[]
marjanovicbrane,Web Backend (Lv1. 의심 / 13점),17,"{'Java': 13, 'JavaScript': 3}",[]
rayku-dev,Web Frontend (Lv1. 의심 / 10점),11,"{'TypeScript': 6, 'JavaScript': 4}",[]
omoghaoghenemano,"Web Backend (Lv1. 의심 / 8점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 6점)",37,"{'Java': 8, 'Jupyter Notebook': 3, 'C++': 3}","['gated-graph-neural-network', 'tracking-algorithm', 'data-mining', 'ggnn', 'machine-learning', 'convolutional-neural-networks', 'ai', 'machine-learning-algorithms', 'resnet', 'data-science']"
yonasleykun27,"Systems/Embedded (Lv1. 의심 / 7점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 6점)",36,"{'Shell': 8, 'Python': 8, 'C': 7}",[]
kok3shidoll,Systems/Embedded (Lv1. 의심 / 11점),17,"{'C': 11, 'Assembly': 1}",[]
HerculesNode,Web Frontend (Lv1. 의심 / 6점),62,"{'Shell': 5, 'Python': 3, 'JavaScript': 2}","['qnetwork', 'airdrop', 'testnet']"
0xflux,"Systems/Embedded (Lv2. 강한 의심 / 26점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.0점)",38,"{'Rust': 23, 'Go': 2, 'C': 2}","['syscalls', 'adversary-simulation', 'wdk', 'cyber', 'red-team', 'malware-research', 'pentest', 'computerscience', 'kernel', 'red-teaming']"
lovehacker404,"Web Backend (Lv2. 강한 의심 / 25.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 25.0점)",100,"{'Python': 50, 'Shell': 4, 'JavaScript': 2}",[]
dilarauluturhan,Web Frontend (Lv2. 강한 의심 / 68점),69,"{'JavaScript': 29, 'TypeScript': 12, 'CSS': 11}","['reactjs', 'hackerrank', 'javascript', 'bootstrap', 'nodejs', 'css3', 'hackerrank-solutions', 'css', 'html', 'html5']"
asliddinxanov,Systems/Embedded (Lv1. 의심 / 10점),28,"{'C++': 10, 'Python': 8, 'Jupyter Notebook': 4}",[]
kiransagar1,X (추론 안됨),100,"{'Python': 8, 'HTML': 2, 'Java': 1}",[]
ritesh-0309,Web Frontend (Lv2. 강한 의심 / 19점),25,"{'CSS': 13, 'HTML': 5, 'JavaScript': 1}",[]
badasswp,Web Frontend (Lv1. 의심 / 12점),29,"{'PHP': 19, 'JavaScript': 3, 'TypeScript': 3}","['pending', 'cpt', 'block-editor', 'replace', 'boilerplate', 'duplicate', 'ai', 'posts', 'website', 'watermark']"
yasssuz,Web Frontend (Lv3. 확신 / 96점),41,"{'SCSS': 13, 'TypeScript': 11, 'JavaScript': 6}","['react-query', 'javascript', 'postcss', 'readme', 'api', 'github', 'html5', 'prettier', 'frontend-mentor', 'vitejs']"
yorukot,"Web Backend (Lv2. 강한 의심 / 34.5점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 22점)",100,"{'Go': 28, 'TypeScript': 11, 'JavaScript': 9}","['personal-blog', 'chi', 'bubbletea', 'oklch-converter', 'backend-template', 'website', 'terminal-clock', 'filemanager', 'oauth2', 'golang']"
straight-tamago,Mobile App (Lv2. 강한 의심 / 24점),38,"{'Swift': 12, 'Objective-C': 7, 'CSS': 2}","['kfd', 'ios', 'macdirtycow']"
Ayushi0214,X (추론 안됨),45,"{'Jupyter Notebook': 11, 'Python': 4}",[]
realxtefi,"Web Frontend (Lv2. 강한 의심 / 61점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.5점)",100,"{'TypeScript': 28, 'JavaScript': 18, 'Python': 5}","['javascript', 'marketplace', 'nft', 'qt', 'freelance-work', 'gitbook', 'embeddings', 'defi', 'web3js', 'coin']"
BeautifulMoon211,"Web Backend (Lv2. 강한 의심 / 16.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 10점)",12,"{'JavaScript': 3, 'TypeScript': 3, 'Python': 2}","['javascript', 'openai-api', 'redfin-scraper', 'onthemarket-scraper', 'selenium', 'python', 'real-estate', 'scraper', 'webscraping', 'ai-agent']"
akalnengn,X (추론 안됨),16,"{'JavaScript': 4, 'Rust': 2, 'Java': 1}",[]
smartinternz02,"Web Frontend (Lv1. 의심 / 10점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 5.5점)",100,"{'Jupyter Notebook': 44, 'Python': 9, 'HTML': 8}",[]
dawoodkhatri1,"Data Scientist (Lv2. 강한 의심 / 19.5점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 10.5점)",31,"{'Python': 15, 'HTML': 5, 'Java': 3}","['string', 'github-config', 'javascript', 'moviepy', 'security', 'sklearn', 'jammer', 'codeblocks-ide', 'jupyter-notebook', 'github']"
liquidshopier,Web Frontend (Lv1. 의심 / 7점),12,"{'JavaScript': 4, 'Liquid': 3, 'HTML': 2}",[]
SasadaSaumya,"Web Frontend (Lv2. 강한 의심 / 23점)
 🕵️ 부캐 스캔: Mobile App (Lv1. 의심 / 7점)",16,"{'Java': 6, 'JavaScript': 2, 'TypeScript': 2}","['github-config', 'javaee', 'unity', 'expogo', 'cross-platform', 'android', 'login-system', 'jdk', 'biometric', 'expo']"
guilhermecapitao,Web Frontend (Lv2. 강한 의심 / 21점),23,"{'TypeScript': 10, 'JavaScript': 4, 'CSS': 3}","['nlw-4-react', 'nevel-level-week', 'nlw', 'nextlevelweek', 'rocketseat', 'nextlevelweektogether', 'nlw-together']"
camenduru,"ML/AI Engineer (Lv2. 강한 의심 / 26.0점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 23.0점)",100,"{'Python': 46, 'Jupyter Notebook': 18, 'C++': 8}","['txt2img', 'pytorch', 't2v', 'ai', 'image-generation', 'texttovideo', 'colab', 'colaboratory', 'stable-diffusion-webui', 'gradio']"
elidotco,Web Frontend (Lv2. 강한 의심 / 62점),77,"{'JavaScript': 36, 'TypeScript': 12, 'CSS': 9}",[]
elder-plinius,"Web Frontend (Lv1. 의심 / 11점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.5점)",44,"{'Python': 15, 'JavaScript': 4, 'HTML': 4}","['agents', 'roleplay', 'grok', 'liberation', 'ai', 'stego', 'red-team', 'cybersecurity', 'google', 'ai-jailbreak']"
ArtemRysich,Web Frontend (Lv2. 강한 의심 / 47점),55,"{'JavaScript': 22, 'HTML': 21, 'TypeScript': 3}",[]
SoftFever,X (추론 안됨),21,"{'Python': 2, 'C++': 2, 'C': 2}",[]
marwaniiwael18,"Web Frontend (Lv2. 강한 의심 / 39점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 21.0점)",70,"{'JavaScript': 21, 'Java': 10, 'TypeScript': 8}","['mediapipe', 'javascript', 'microservices', 'jacoco', 'laravel', 'nexus', 'pipline', 'figmatocode', 'html5', 'prometheus']"
coding-parrot,Web Backend (Lv1. 의심 / 8.5점),12,"{'Java': 5, 'Python': 1}","['system-design', 'java', 'design-patterns', 'git', 'microservices', 'artificial-intelligence', 'dependency-injection', 'software-architecture', 'chess', 'ai']"
mjvbz,"Web Frontend (Lv2. 강한 의심 / 28점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 10.5점)",54,"{'HTML': 9, 'Python': 9, 'JavaScript': 8}","['terminal-image', 'imagelib', 'cs50', 'contact-form', 'mern-stack', 'express-js', 'imageonterminal', 'contact', 'django', 'django-project']"
bert093,Mobile App (Lv1. 의심 / 10점),15,"{'HTML': 4, 'CSS': 1, 'Jupyter Notebook': 1}","['javascript', 'laragon', 'fiftyone', 'jupyter-notebook', 'osu', 'vscode', 'autohotkey-v2', 'vscode-settings-json', 'tensorflow', 'text-recognition-from-image']"
Chocapikk,"Web Backend (Lv2. 강한 의심 / 37.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 18.0점)",100,"{'Python': 36, 'Go': 10, 'HTML': 4}","['data-leak', 'enumeration', 'framework', 'red-team', 'cve-2024-22900', 'pentest', 'vinchin-exploit', 'ioc', 'cli', 'vulnerability-research']"
victorpreston,"Web Backend (Lv3. 확신 / 79.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 50점)",93,"{'Python': 22, 'TypeScript': 21, 'JavaScript': 11}","['javascript', 'technical-test', 'shadcn-ui', 'znedp', 'interpreter', 'k6', 'python-projects', 'compiler', 'webapp', 'graphql']"
Sevtinge,X (추론 안됨),12,"{'Java': 4, 'Kotlin': 2, 'TypeScript': 1}",[]
Aziz-AXG,"Web Frontend (Lv2. 강한 의심 / 23점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6점)",18,"{'TypeScript': 7, 'JavaScript': 5, 'HTML': 2}","['express', 'reactjs', 'ejs', 'web-scraping', 'nodejs', 'i18next', 'pwa', 'scraping', 'puppeteer', 'bun']"
BJSwaroop,Web Frontend (Lv2. 강한 의심 / 17점),59,"{'HTML': 12, 'Python': 4, 'TypeScript': 2}","['config', 'github-config']"
pseudoyu,"Web Frontend (Lv2. 강한 의심 / 34점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 10.5점)",62,"{'JavaScript': 13, 'Python': 5, 'HTML': 5}","['macos', 'devices', 'udemy-course', 'lua', 'github-readme-profile', 'fabric', 'rust', 'software', 'python', 'deno']"
tsyganovvv,Web Frontend (Lv1. 의심 / 9점),16,"{'Python': 5, 'HTML': 4, 'JavaScript': 2}",[]
sk66641,"Web Frontend (Lv2. 강한 의심 / 20점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 7.5점)",36,"{'JavaScript': 10, 'HTML': 4, 'Python': 3}","['javascript', 'hacktoberfest-accepted', 'html5', 'renpy-game', 'rapidapi', 'openweathermapapi', 'fun', 'reactjs', 'renpy', 'pygame']"
li-jia-nan,Web Frontend (Lv2. 강한 의심 / 48점),100,"{'TypeScript': 39, 'JavaScript': 9, 'Less': 1}",[]
FiammaMuscari,"Web Frontend (Lv2. 강한 의심 / 67점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.5점)",92,"{'JavaScript': 37, 'TypeScript': 18, 'CSS': 9}","['javascript', 'js', 'html', 'css', 'sass']"
ACT91,"Web Frontend (Lv1. 의심 / 12점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 9.0점)",17,"{'Python': 6, 'TypeScript': 4, 'JavaScript': 2}","['pwa-app', 'csharp', 'tailwindcss-v4', 'media-controller', 'website', 'daisyui', 'fitness-tracker', 'kotlin-android', 'life-hacks', 'opencv-python']"
tanyarajhans,"Mobile App (Lv1. 의심 / 12점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 8점)",47,"{'Dart': 12, 'JavaScript': 7, 'Python': 3}",[]
Ambesawi,"Web Frontend (Lv1. 의심 / 15점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 6점)",62,"{'Python': 10, 'JavaScript': 9, 'C': 6}",[]
rizvan555,"Web Frontend (Lv2. 강한 의심 / 73점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 13점)",91,"{'JavaScript': 22, 'HTML': 17, 'TypeScript': 16}","['javascript', 'pinia-vuejs', 'vue3', 'hashing-passwords', 'axios-vue', 'hashing', 'expressjs', 'typescript', 'jwt-authentication', 'mongodb']"
SyedShaheerHussain,"ML/AI Engineer (Lv1. 의심 / 12.5점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 7.5점)",19,"{'Python': 13, 'Rust': 2, 'JavaScript': 1}","['rsa', 'javascript', 'authenticity', 'steganography-tools', 'file-management', 'playfair-cipher', 'caesar-cipher', 'aes-256', 'neon-ui', 'ids']"
samade747,"Web Backend (Lv1. 의심 / 14.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 11.0점)",100,"{'Python': 22, 'TypeScript': 8, 'Shell': 2}","['github-config', 'samad', 'project-4-assignments', 'openrouter', 'backend-development', 'nextjs', 'developer', 'piaic', 'artificial-intelligence', 'config']"
i12cu4,"Systems/Embedded (Lv2. 강한 의심 / 20점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 16.5점)",74,"{'Python': 33, 'C++': 19, 'C#': 8}",[]
Muntasir-Mamun7,"Web Frontend (Lv2. 강한 의심 / 51점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.5점)",86,"{'HTML': 33, 'CSS': 9, 'JavaScript': 8}",['html-css']
VishwaGauravIn,"Web Frontend (Lv3. 확신 / 198점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 24.5점)",56,"{'JavaScript': 33, 'TypeScript': 8, 'HTML': 6}","['design', 'location', 'github-config', 'twitter', 'javascript', 'tweet', 'framework', 'download', 'screenshot-utility', 'readme-profile']"
leo-lem,"Web Backend (Lv2. 강한 의심 / 17.0점)
 🕵️ 부캐 스캔: Mobile App (Lv1. 의심 / 15점)",12,"{'Swift': 6, 'TypeScript': 2, 'Python': 2}","['startup', 'swiftdata', 'maven', 'prettier', 'npm', 'app-development', 'local-leaderboard', 'cloudkit', 'junit5', 'webapp']"
Cloud-Architekt,X (추론 안됨),13,{'PowerShell': 8},"['entra-id', 'azure-devops', 'microsoftentraid', 'microsoftsentinel', 'itdr', 'privileged-access-management', 'azureactivedirectory', 'azure', 'azuread', 'powershell']"
Moslihbadr,"Web Frontend (Lv2. 강한 의심 / 43점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 7.0점)",40,"{'JavaScript': 11, 'HTML': 9, 'PHP': 6}","['es6', 'series', 'bootstrap', 'javascript', 'ajax', 'json-server', 'cryptocurrency', 'api', 'html5', 'sweetalert2']"
samuelss1102,"Web Frontend (Lv2. 강한 의심 / 72점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 11.0점)",42,"{'TypeScript': 12, 'JavaScript': 7, 'Vue': 5}","['javascript', 'postcss', 'nft', 'admin-template', 'uuid', 'desktop', 'vue-admin', 'vuex', 'tailwind-css', 'picker']"
